x y
0.468604740235343 -0.02068746058655727
0.481154908665033 -0.020117363307781532
0.493716980058324 -0.019529731445967036
0.506283019941676 -0.018926759968611425
0.518845091334967 -0.01830953806830358
0.531395259764657 -0.01767860263979303
0.543925598275371 -0.01703516164793204
0.556428192436741 -0.016381845960715784
0.568895145342319 -0.015723488617061535
0.581318582597442 -0.015061936164089226
0.593690657292863 -0.014397588283440732
0.606003554961027 -0.013730556495304403
0.618249498511862 -0.013062074380167786
0.630420753144949 -0.012394496475668114
0.642509631234988 -0.01173012157151767
0.654508497187474 -0.01107072116082819
0.666409772261493 -0.010418669257038604
0.678205939356625 -0.009776319545291751
0.689889547760901 -0.00914553285833982
0.701453217856831 -0.008527115742535913
0.712889645782536 -0.007921397115783144
0.724191608045016 -0.00732922803069487
0.735351966082666 -0.006751616571765585
0.746363670774146 -0.006188891159243419
0.757219766890753 -0.005641252112900362
0.767913397489498 -0.005109530736412519
0.778437808244094 -0.004594447962957021
0.788786351711134 -0.004096851566570227
0.798952491528759 -0.0036168912871244047
0.808929806545167 -0.0031548201528222193
0.818711994874345 -0.0027120073959200457
0.828292877876478 -0.002290513683338111
0.837666404060512 -0.0018921995338066506
0.846826652906403 -0.0015189207199704288
0.855767838604643 -0.0011729778104683352
0.864484313710706 -0.0008561981925749081
0.872970572712091 -0.0005688580843938185
0.881221255505724 -0.0003110285946002281
0.889231150783512 -8.297690928383596e-05
0.896995199323918 0.00011469411870963439
0.904508497187474 0.00028189467016546434
0.911766298814214 0.0004191554166226019
0.918764020021071 0.0005274409168271581
0.925497240897346 0.0006076603367903815
0.931961708596418 0.0006604149381943866
0.938153340021932 0.0006866344664837425
0.944068224406772 0.0006874321684040936
0.949702625783186 0.0006643073317862099
0.955052985342498 0.0006190661335587358
0.960115923682935 0.0005535240043393671
0.964888242944126 0.00046957505336806373
0.969366928826937 0.00036954855203308584
0.973549152497372 0.0002565846110849958
0.977432272373322 0.0001342646538995138
0.981013835793043 6.121694868215909e-06
0.984291580564316 -0.00012425642746493768
0.987263436393289 -0.00025323150690961934
0.989927526192123 -0.0003772993378897728
0.992282167264603 -0.0004933465237933906
0.994325872368957 -0.0005990957015439864
0.996057350657239 -0.0007025221324180577
0.99747550849065 -0.0007921492224713773
0.998579450130307 -0.0008713921552241874
0.999368478303009 -0.0009402957411367509
0.99984209464165 -0.0009930056507010884
1.0 0.0
